Brand,Dress_Description,Retail_price,Rent_price,Number_of_reviews,cotton,nylon,cellulose,silk,spandex,tencel,rayon,linen,cashmere,wool,leather,polyester,metallic_fibers,Length,Sleeves,Neckline
nicholas,simie mini dress,365,55,8,0,0,0,0,0,0,39,0,0,0,0,0,0,mini,sleeveless,square_neckline
marysia,molluscs maxi,565,95,23,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,halter
hutch,tie strap midi dress,297,30,37,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,sweetheart_neckline
cynthia rowley,azores smocked maxi,475,70,42,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,square_neckline
misa los angeles,isella dress,326,30,45,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,off_shoulder_neckline
club monaco,oatmeal rib knit dress,169,30,20,58,0,0,0,3,39,0,0,0,0,0,0,0,maxi,long_sleeves,crew_neckline
donna morgan,sleeveless coat dress,148,30,57,0,0,0,0,4,0,0,0,0,0,0,96,0,midi,sleeveless,v_neckline
donna morgan,navy tie neck sheath,118,30,57,0,0,0,0,4,0,0,0,0,0,0,96,0,midi,short_sleeves,high_neckline
tanya taylor,serena dress,475,53,29,97,0,0,0,3,0,0,0,0,0,0,0,0,mini,short_sleeves,square_neckline
cleobella,magdalena mini dress,198,35,98,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,three_quarter_sleeves,v_neckline
ulla johnson,printed anika dress,645,73,76,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
hofmann copenhagen,elaine dress,399,70,5,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,shirt_collar_neckline
pinko,toy story midi dress,348,60,24,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,short_sleeves,v_neckline
hvn,olympia sleeveless gown,675,100,40,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,sleeveless,square_neckline
bb dakota,wild in style dress,109,30,63,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,crew_neckline
anine bing,melanie pleated dress,299,40,4,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,cap_sleeves,turtleneck
parker,queenie dress,268,45,23,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,short_sleeves,v_neckline
rachel rachel roy,rae dress,139,30,3,95,0,0,0,5,0,0,0,0,0,0,0,0,maxi,short_sleeves,assymetric_neckline
staud,striped meadow maxi,325,44,76,0,100,0,0,0,0,0,0,0,0,0,0,0,unknown,short_sleeves,v_neckline
dodo bar or,corinna dress,665,77,51,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,sleeveless,scoop_neckline
ramy brook,floral printed heidi dress,385,33,62,0,0,0,0,5,0,95,0,0,0,0,0,0,midi,long_sleeves,turtleneck
kate spade new york,pacific petals smocked dress,428,33,65,0,0,0,55,0,0,45,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
veronica beard,floral yasmeen dress,495,45,86,0,0,0,0,3,0,0,0,0,0,0,97,0,maxi,three_quarter_sleeves,v_neckline
derek lam 10 crosby,aurelia waist tie shirtdress,450,80,2,90,0,0,0,0,0,0,0,0,0,0,10,0,maxi,short_sleeves,shirt_collar_neckline
mm6 maison margiela,yellow sheath dress,420,75,2,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
color me courtney,yellow cutie maxi,230,40,98,97,0,0,0,3,0,0,0,0,0,0,0,0,maxi,sleeveless,sweetheart_neckline
sea new york,lilly smocked dress,495,60,4,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,three_quarter_sleeves,scoop_neckline
cleobella,sophia midi dress,188,30,109,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,cap_sleeves,v_neckline
tory burch,diagonal wrap dress,498,80,83,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
ulla johnson,palma dress,425,37,52,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,square_neckline
apiece apart,printed daphne dress,345,55,21,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,v_neckline
color me courtney,melon cutie maxi,240,40,90,97,0,0,0,3,0,0,0,0,0,0,0,0,maxi,sleeveless,sweetheart_neckline
ulla johnson,alia dress,625,105,28,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,v_neckline
toccin,lantern sleeve mini dress,395,70,2,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,scoop_neckline
fifteen twenty,faux wrap turtleneck dress,188,35,16,26,0,0,0,4,70,0,0,0,0,0,0,0,midi,long_sleeves,turtleneck
apiece apart,cecile tank dress,425,70,31,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,sleeveless,square_neckline
tory burch,knit crepe dress,498,85,71,0,0,0,0,6,0,0,0,0,0,0,94,0,midi,long_sleeves,crew_neckline
polo ralph lauren,southwestern print dress,198,35,19,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,long_sleeves,crew_neckline
ulla johnson,floral amora dress,595,65,11,55,0,0,0,0,0,45,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
minkpink,juniper midi dress,109,30,35,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,crew_neckline
la doublej,honeybun dress,690,69,17,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,cap_sleeves,v_neckline
joie,celyn floral dress,348,30,35,0,0,0,100,0,0,0,0,0,0,0,0,0,mini,long_sleeves,crew_neckline
delfi collective,pink sage dress,420,41,133,0,0,0,0,10,0,0,0,0,0,0,90,0,mini,short_sleeves,v_neckline
fuzzi,abito patchwork dress,640,61,44,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,turtleneck
ulla johnson,floral nora dress,495,80,58,52,0,0,0,0,0,48,0,0,0,0,0,0,maxi,short_sleeves,square_neckline
great jones,striped wrap dress,265,45,43,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,v_neckline
cinq à sept,sofia stripe midi dress,445,50,6,35,0,0,0,0,0,0,0,0,0,0,12,0,maxi,short_sleeves,crew_neckline
loveshackfancy,emory dress,495,70,57,70,0,0,30,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,scoop_neckline
jason wu collective,navy overlay sheath,250,40,73,0,0,0,0,5,0,0,0,0,0,0,95,0,maxi,short_sleeves,crew_neckline
madewell,black button front midi dress,85,30,24,53,0,0,0,4,0,0,0,0,0,0,43,0,maxi,sleeveless,square_neckline
ganni,gingham mini dress,190,30,30,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,short_sleeves,high_neckline
derek lam collective,pleated shirtdress,270,45,30,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,shirt_collar_neckline
rails,jasmin slate tie dye dress,198,35,9,0,0,0,0,0,0,40,0,0,0,0,0,0,midi,long_sleeves,v_neckline
bcbgeneration,tie dye cowl neck dress,108,30,43,0,95,0,0,5,0,0,0,0,0,0,0,0,maxi,sleeveless,cowl_neckline
milly,abstract zebra dress,355,45,27,0,0,0,0,22,0,65,0,0,0,0,13,0,mini,sleeveless,square_neckline
tanya taylor,zoe dress,495,75,122,0,0,0,0,5,0,95,0,0,0,0,0,0,maxi,long_sleeves,high_neckline
kate spade new york,daisy dot dress,328,55,116,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,shirt_collar_neckline
the kooples,blue floral dress,370,65,5,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,short_sleeves,v_neckline
chufy,jimmy dress,450,80,9,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,square_neckline
polo ralph lauren,floral tie neck maxi,498,45,51,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,v_neckline
misa los angeles,floral lorena dress,317,32,91,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,long_sleeves,v_neckline
louna,blue floral puff sleeve dress,175,30,77,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,square_neckline
trina turk,flourish dress,258,45,73,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
toccin,black faux suede sheath,695,105,65,0,0,0,0,4,0,8,0,0,0,0,88,0,midi,short_sleeves,crew_neckline
rixo,kristen maxi,390,33,17,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,three_quarter_sleeves,crew_neckline
rails,striped jasmine dress,188,30,27,0,0,0,0,0,0,70,30,0,0,0,0,0,mini,long_sleeves,v_neckline
yumi kim,good times dress,248,30,3,0,0,0,0,0,0,35,0,0,0,0,0,0,maxi,sleeveless,sweetheart_neckline
j.crew,rebecca liberty dress,168,30,39,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,high_neckline
badgley mischka,multi patterned day dress,495,70,39,97,0,0,0,3,0,0,0,0,0,0,0,0,maxi,sleeveless,shirt_collar_neckline
area stars,lara leopard print dress,198,35,14,0,0,0,0,0,0,40,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
tanya taylor,printed zora dress,495,53,98,22,0,0,78,0,0,0,0,0,0,0,0,0,mini,short_sleeves,v_neckline
lauren ralph lauren,red floral ruffle dress,145,30,13,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,v_neckline
see by chloe,denim shirtdress,395,70,7,16,0,0,0,0,0,0,0,0,0,0,17,0,mini,three_quarter_sleeves,shirt_collar_neckline
ulla johnson,zuma dress,445,49,5,51,0,0,0,0,0,49,0,0,0,0,0,0,maxi,cap_sleeves,crew_neckline
rag & bone,ilona dress,495,85,32,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,sleeveless,v_neckline
great jones,marigold tiered dress,300,50,112,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,crew_neckline
jason wu collective,yellow midi dress,365,40,7,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,v_neckline
misa los angeles,luella dress,374,37,48,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,off_shoulder_neckline
tory burch,beach dress,298,55,11,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,scoop_neckline
jason wu,ruffle smocked dress,595,105,5,57,0,0,0,0,0,0,0,0,0,0,2,0,midi,sleeveless,square_neckline
krisa,one shoulder ruffle mini dress,264,30,73,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,cap_sleeves,one_shoulder
a.l.c.,red harper dress,395,33,13,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,crew_neckline
rachel rachel roy,leopard fit and flare dress,139,30,44,98,0,0,0,2,0,0,0,0,0,0,0,0,midi,sleeveless,sweetheart_neckline
theory,black crepe polka dot crew dress,385,65,41,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,long_sleeves,crew_neckline
waverly grey,shorty dress,174,30,36,77,20,0,0,3,0,0,0,0,0,0,0,0,midi,short_sleeves,square_neckline
temperley london,printed rosella dress,550,76,71,0,0,0,0,0,0,48,0,0,0,0,0,0,midi,long_sleeves,high_neckline
the great.,the dainty dress,350,60,19,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,sweetheart_neckline
staud,milla mini dress,265,30,21,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,v_neckline
thakoon collective,animal print slip dress,300,45,52,0,0,0,0,0,0,39,0,0,0,0,0,0,mini,sleeveless,v_neckline
sandro,polie dress,340,60,39,0,40,0,0,1,0,59,0,0,0,0,0,0,midi,short_sleeves,shirt_collar_neckline
joie,coady dress,348,60,60,0,0,0,0,0,0,0,100,0,0,0,0,0,midi,short_sleeves,v_neckline
b collection by bobeau,janelle t-shirt dress,68,30,13,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,cap_sleeves,crew_neckline
rhode,fional dress,425,41,13,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
j.crew,floral ramea dress,138,30,73,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
veronica beard,karlina dress,450,70,40,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,three_quarter_sleeves,v_neckline
thakoon collective,orange tie dye shirtdress,320,50,72,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,shirt_collar_neckline
derek lam 10 crosby,floral talia dress,495,53,194,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,long_sleeves,v_neckline
the great.,the bonnet dress,495,90,20,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,crew_neckline
joie,deandra striped sweater dress,348,60,32,0,0,0,0,0,0,72,0,0,0,0,28,0,midi,short_sleeves,crew_neckline
saloni,lea mini dress,395,45,62,50,50,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,v_neckline
veda,ombre fiesta maxi,298,50,13,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,v_neckline
natori,sanded dress,398,70,54,0,0,0,0,0,0,93,0,0,0,0,7,0,midi,short_sleeves,v_neckline
sanctuary,big flirt maxi,159,30,47,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,halter
for love and lemons,yolanda mini dress,220,40,8,0,13,0,0,0,87,0,0,0,0,0,0,0,mini,short_sleeves,sweetheart_neckline
derek lam collective,floral one shoulder dress,450,41,36,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,one_shoulder
rag & bone jean,all in one denim dress,350,60,55,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,shirt_collar_neckline
tanya taylor,printed ella dress,645,95,62,10,0,0,85,5,0,0,0,0,0,0,0,0,maxi,short_sleeves,scoop_neckline
roam,red valencia dress,298,30,41,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
madewell,stripe tiered tank midi dress,118,30,19,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,square_neckline
xírena,tatum dress,327,55,37,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,scoop_neckline
peter som collective,blue floral empire dress,350,30,51,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,crew_neckline
sea new york,red frankie dress,395,30,39,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,turtleneck
kate spade new york,bubble dot tie front dress,328,55,103,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
color me courtney,orange quinn dress,200,30,54,97,0,0,0,3,0,0,0,0,0,0,0,0,mini,short_sleeves,off_shoulder_neckline
saloni,vida ruffled dress,695,90,3,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,turtleneck
red valentino,abito st flower butterfly dress,825,97,48,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,shirt_collar_neckline
a.p.c.,jayla dress,445,55,20,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
rebecca taylor,sleeveless emmy dress,325,50,14,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,sleeveless,square_neckline
cinq à sept,perla dress,345,30,48,68,28,0,0,4,0,0,0,0,0,0,0,0,maxi,sleeveless,square_neckline
polo ralph lauren,printed hampton shirt dress,268,45,30,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,shirt_collar_neckline
saloni,striped lea dress,795,93,121,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
staud,coliseum maxi dress,625,80,5,0,0,0,0,0,0,0,100,0,0,0,0,0,maxi,short_sleeves,off_shoulder_neckline
shoshanna,giardino dress,365,55,67,0,0,0,0,0,0,29,0,0,0,0,67,0,maxi,short_sleeves,v_neckline
rhode,pop floral ella dress,395,56,35,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,long_sleeves,crew_neckline
cleobella,mindy midi dress,248,40,29,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
staud,elio midi dress,285,40,70,98,0,0,0,2,0,0,0,0,0,0,0,0,maxi,short_sleeves,off_shoulder_neckline
alexis,bodhi dress,375,40,5,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,square_neckline
tanya taylor,donatella dress,565,80,34,98,0,0,0,0,0,0,0,0,0,0,2,0,midi,sleeveless,v_neckline
joie,maple dress,348,40,11,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
veronica beard,green printed maria dress,595,65,74,0,0,0,91,9,0,0,0,0,0,0,0,0,midi,cap_sleeves,v_neckline
show me your mumu,maggie maxi,174,30,42,0,0,0,0,0,0,45,55,0,0,0,0,0,unknown,sleeveless,square_neckline
ramy brook,printed schena maxi,545,90,36,0,0,0,60,0,0,40,0,0,0,0,0,0,maxi,sleeveless,v_neckline
tanya taylor,teigan dress,595,65,94,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,square_neckline
see by chloe,purple mock neck dress,370,60,46,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,long_sleeves,high_neckline
adam lippes collective,smocked ruffle dress,310,55,8,60,0,0,0,0,0,40,0,0,0,0,0,0,midi,three_quarter_sleeves,square_neckline
bec & bridge,riviera knit twist midi dress,300,30,13,45,0,0,0,0,0,0,55,0,0,0,0,0,maxi,sleeveless,crew_neckline
adam lippes collective,floral silk slip dress,295,30,6,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
tibi,arya asymmetrical dress,550,65,50,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,sleeveless,crew_neckline
derek lam 10 crosby,ariella ruffle tier dress,595,57,8,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,cap_sleeves,crew_neckline
likely,raffa dress,228,30,47,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,v_neckline
misa los angeles,fallon maxi,390,70,9,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
veronica beard,samy dress,495,85,65,70,0,0,30,0,0,0,0,0,0,0,0,0,mini,three_quarter_sleeves,shirt_collar_neckline
toccin,nude plaid front tie sheath,495,85,88,0,0,0,0,4,0,31,0,0,0,0,65,0,mini,sleeveless,crew_neckline
ml monique lhuillier,floral pleated chiffon gown,695,90,2,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,three_quarter_sleeves,v_neckline
derek lam collective,yellow scribble dress,390,45,9,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,square_neckline
victor alfaro collective,sleeveless sweater dress,290,50,26,55,10,0,0,0,0,0,0,0,0,0,35,0,midi,sleeveless,crew_neckline
afrm,shailene butterfly mesh dress,88,30,22,0,0,0,0,5,0,0,0,0,0,0,95,0,maxi,long_sleeves,turtleneck
staud,shoko sweater dress,195,35,29,0,35,0,0,0,0,65,0,0,0,0,0,0,maxi,long_sleeves,v_neckline
great jones,sleeveless palm slip dress,300,36,74,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
recreational habits,rally terry halter dress,135,30,2,80,0,0,0,20,0,0,0,0,0,0,0,0,mini,sleeveless,scoop_neckline
draper james,flutter sleeve patio shirtdress,295,40,35,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,cap_sleeves,shirt_collar_neckline
rails,scoop neck striped dress,188,30,30,0,0,0,0,0,0,70,30,0,0,0,0,0,midi,sleeveless,square_neckline
zadig & voltaire,rocket jouy satin dress,458,41,63,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,long_sleeves,high_neckline
the odells,micro bare back dress,340,60,45,0,0,0,0,0,0,0,100,0,0,0,0,0,maxi,sleeveless,v_neckline
staud,laeila dress,235,30,68,98,0,0,0,2,0,0,0,0,0,0,0,0,mini,short_sleeves,square_neckline
maison de papillon,autumn linen maxi,498,85,38,0,0,0,0,0,0,0,40,0,0,0,0,0,maxi,sleeveless,square_neckline
marchesa notte,floral eyelet trim dress,395,37,112,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,sweetheart_neckline
marissa webb collective,orange ruffle floral dress,276,30,62,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,cap_sleeves,high_neckline
ramy brook,mossy denim dress,365,65,2,98,0,0,0,2,0,0,0,0,0,0,0,0,mini,sleeveless,square_neckline
derek lam collective,scarf neck dress,275,45,85,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
adelyn rae,colorblock lorna wrap dress,113,30,24,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
mds stripes,sleeveless peasant dress,545,95,55,46,0,0,0,0,0,0,54,0,0,0,0,0,midi,sleeveless,crew_neckline
slate & willow,leopard print slip dress,250,30,41,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
sea new york,helena tunic dress,350,65,12,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,long_sleeves,crew_neckline
show me your mumu,cia mini dress,144,30,48,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,v_neckline
tory sport,ribbed block dress,298,50,55,0,0,0,0,0,0,62,0,0,0,0,38,0,midi,long_sleeves,high_neckline
minkpink,anne mini dress,129,30,3,98,0,0,0,0,0,0,0,0,0,0,2,0,unknown,short_sleeves,square_neckline
tibi,rolled sleeve shirtdress,495,90,3,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,short_sleeves,shirt_collar_neckline
jason wu,black short sleeve knit dress,375,65,35,0,0,0,0,0,0,0,0,0,100,0,0,0,maxi,short_sleeves,crew_neckline
lna,nara cutout dress,145,30,5,0,0,0,0,5,0,95,0,0,0,0,0,0,maxi,short_sleeves,scoop_neckline
figue,indira dress,550,80,67,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
hunter bell,floral casper dress,429,60,100,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,long_sleeves,high_neckline
3.1 phillip lim,sleeveless smock neck dress,595,100,67,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,high_neckline
allsaints,prim broderie dress,299,55,4,50,0,0,0,0,0,35,15,0,0,0,0,0,mini,long_sleeves,turtleneck
kate spade new york,wallflower smocked dress,348,60,99,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,long_sleeves,high_neckline
s/w/f,dynamic maxi,329,30,8,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,square_neckline
rachel rachel roy,sleeveless ruffle hem maxi,149,30,99,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,v_neckline
la vie rebecca taylor,petula smock dress,325,50,35,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,v_neckline
rixo,lucile maxi,365,40,17,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,three_quarter_sleeves,crew_neckline
marni,green floral shift,1090,185,59,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,crew_neckline
tory burch,ivory homage printed dress,598,100,68,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,long_sleeves,high_neckline
allsaints,frankie oniyuri dress,219,40,6,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,short_sleeves,v_neckline
caroline constas,finley dress,495,60,5,70,0,0,0,2,0,0,0,0,0,0,28,0,mini,short_sleeves,square_neckline
hugo boss,dasatine silk wrap dress,495,90,9,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,shirt_collar_neckline
vince.,popover v-neck tier dress,225,35,23,0,0,0,0,3,0,39,58,0,0,0,0,0,midi,short_sleeves,v_neckline
afrm,printed rogue dress,118,30,84,0,0,0,0,5,0,0,0,0,0,0,95,0,maxi,sleeveless,v_neckline
ulla johnson,marjorie dress,925,109,40,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
reformation,cherry miranda dress,118,30,60,0,0,0,0,12,0,88,0,0,0,0,0,0,maxi,sleeveless,square_neckline
joie,elissabet maxi,328,55,1,98,0,0,0,0,0,0,0,0,0,0,0,2,unknown,sleeveless,square_neckline
stine goya,rosegarden coco dress,580,65,64,0,0,0,45,0,55,0,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
la petite robe di chiara boni,plaid thayna sheath,750,130,166,0,72,0,0,28,0,0,0,0,0,0,0,0,midi,three_quarter_sleeves,scoop_neckline
vince.,marine garden pleated cami dress,325,55,61,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,square_neckline
jonathan simkhai,colleen striped tank dress,545,80,11,19,9,0,0,0,0,71,0,0,0,0,0,0,midi,sleeveless,scoop_neckline
maia bergman,printed simone dress,266,30,48,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,square_neckline
lilly pulitzer,sidney dress,268,30,1,84,0,0,0,0,0,0,0,0,0,0,16,0,midi,short_sleeves,v_neckline
allsaints,cleo lieto maxi,259,30,10,0,0,0,0,0,0,72,0,0,0,0,28,0,maxi,sleeveless,v_neckline
show me your mumu,anaya maxi,188,30,37,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,sleeveless,square_neckline
peter som collective,black floral shirtdress,300,55,14,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,shirt_collar_neckline
charli,svea maxi,189,30,18,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
ted baker london,joowani midi dress,279,45,48,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,crew_neckline
club monaco,plaid puff sleeve shirt dress,198,35,20,22,0,0,0,0,0,26,52,0,0,0,0,0,midi,long_sleeves,shirt_collar_neckline
caroline constas,bardot flounce dress,595,75,13,97,0,0,0,3,0,0,0,0,0,0,0,0,midi,short_sleeves,square_neckline
badgley mischka,flounce sleeve day dress,530,65,5,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,v_neckline
sea new york,tie dye tunic dress,345,60,45,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,three_quarter_sleeves,high_neckline
aidan aidan mattox,pleated colorblock midi dress,220,30,149,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,sleeveless,crew_neckline
shoshanna,berkley dress,395,60,52,63,0,0,0,0,0,0,0,0,0,0,37,0,maxi,sleeveless,v_neckline
the odells,lyla printed dress,278,50,3,0,0,0,0,0,0,0,100,0,0,0,0,0,maxi,three_quarter_sleeves,scoop_neckline
farm rio,amulet dress,250,40,20,0,0,0,0,0,0,45,55,0,0,0,0,0,midi,long_sleeves,v_neckline
nicholas,blue karen dress,595,65,32,0,0,0,0,0,0,0,100,0,0,0,0,0,midi,short_sleeves,v_neckline
rebecca minkoff,sorcha dress,198,30,45,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
nicole miller,evil eye dress,420,41,67,7,0,0,0,0,0,27,0,0,0,0,63,0,mini,sleeveless,crew_neckline
ulla johnson,lune dress,425,37,67,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,square_neckline
roller rabbit,floral odelle dress,198,35,18,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,v_neckline
nicholas,printed danielle dress,695,69,55,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
toccin,trench wrap dress,425,75,3,63,0,0,0,32,0,0,0,0,0,0,5,0,midi,sleeveless,shirt_collar_neckline
7 for all mankind,ruffled denim blazer dress,265,30,102,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,cap_sleeves,v_neckline
hunter bell,cadence dress,398,33,20,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,long_sleeves,crew_neckline
ba&sh,pamela robe dress,385,37,35,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,short_sleeves,v_neckline
